"","XOTU","avg_gb","abundance_gb","SpongeEMP","VIP_score","NW_otus","barettin_spearman","p_values_spearman","fdr_spearman","barettin_pearson","p_values_pearson","fdr_pearson","Gb1","Gb10","Gb11","Gb12","Gb13","Gb14","Gb2","Gb3","Gb4","Gb5","Gb6","Gb7","Gb8","Gb9","Kingdom","Phylum","Class","Order","Family","Genus","OTU_in_Sf","sf_signif_correl_bar","inc_dec_estimate","inc_dec_p","bar_spearman","bar_pearson","vip","inc_dec"
"79","X196900182",0.00127943261712825,"rare","not tested",0.76786025339828,"Included",0.569027913527457,0.0860275419295911,0.331001208948141,0.736723380820334,0.0150800168962792,0.0708410096057769,0.31477184841454,1,0,0,0,0,0.491879350348028,0,0.862335653518948,0,0.378190255220418,0.297757153905646,0.303944315545244,0.512761020881671,"Bacteria"," Chloroflexi"," SAR202_clade"," "," "," ","yes","not correlated",-0.4565759020406,0.100775342750584,"n.s.","barrettin","n.s.","dec. trend "
"80","X196900183",0.00330933068938157,"common","NO",1.24199312520648,"Included",0.914179247518375,0.00021374925624329,0.0431773497611445,0.918750917459312,0.000172689818847438,0.0026833341082448,1,0.209932279909707,0,0,0,0,0.595291841341503,0.27442760399871,0,0.296033537568526,0.144792002579813,0.291518864882296,0.954208319896807,0.898097387939374,"Bacteria"," PAUC34f"," uncultured_bacterium"," "," "," ","yes","not correlated",-0.545217545586707,0.0437588243109455,"barrettin","barrettin","VIP","decreasing"
"81","X196900226",0.00114067873414629,"rare","not tested",0.905937455456715,"Included",0.531509589558614,0.113852414417101,0.335597111896898,0.451392362706134,0.19036810723566,0.33731892685617,0.481831395348837,0.297238372093023,0.32703488372093,0.258720930232558,0,0,0.492732558139535,0,0,0,0.317587209302326,0,0.372093023255814,1,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_Chloroflexus_sp."," "," ","yes","not correlated",-0.194083955690312,0.506141797946038,"n.s.","n.s.","n.s.","dec. trend "
"82","X196900252",0.00224323456900823,"rare","not tested",0.830347331589989,"Included",0.36969696969697,0.293050075292822,0.493300960076251,0.720076914845968,0.0188489389880595,0.081881412378237,0.391167192429022,0.581342947273547,0.214060387561965,0.0946372239747634,0,0.163587201442091,0.2000901306895,0.403785488958991,1,0.216313654799459,0.14015322217215,0.379450202794051,0.233889139251915,0.395673726904011,"Bacteria"," Actinobacteria"," Thermoleophilia"," Gaiellales"," uncultured"," uncultured_bacterium","yes","not correlated",-0.479945951511296,0.0824175807875184,"n.s.","barrettin","n.s.","dec. trend "
"83","X196900335",0.00316880456721754,"common","YES",0.687787419448539,"Included",0.541035933875258,0.106317546425084,0.335597111896898,0.809795156461476,0.00451996265607546,0.0379955984470699,0.939793577981651,0.626146788990826,0,0.391628440366972,0,0,0.344610091743119,0.736238532110092,1,0.380160550458716,0.885894495412844,0.659977064220184,0.567087155963303,0.849197247706422,"Bacteria"," Gemmatimonadetes"," PAUC43f_marine_benthic_group"," uncultured_bacterium"," "," ","yes","not correlated",-0.783985895356747,0.000904464221231571,"n.s.","barrettin","n.s.","decreasing"
"84","X196900338",0.00342221192253056,"common","YES",0.715446764976303,"Included",-0.381818181818182,0.276255333385436,0.472911672405577,-0.173505006602738,0.631678634830091,0.739898207292417,0.247760031164784,0.543435917413323,0.30970003895598,0.334242306194001,0.251655629139073,0.653291780288274,0.186988702765875,0.276197896377094,1,0.324892871055707,0.211920529801325,0.444487728866381,0.275418776782236,0.6832878846903,"Bacteria"," Actinobacteria"," Acidimicrobiia"," Acidimicrobiales"," OM1_clade"," uncultured_bacterium","yes","not correlated",0.0674142160245678,0.81888237799191,"n.s.","n.s.","n.s.","inc. trend"
"85","X196900146",0.0206664193627865,"common","YES",0.714589745472192,"Included",0.484699064120481,0.155667251439218,0.365637032450257,0.761930030924888,0.0104236415156653,0.0605218399177129,0.0481032711080664,0.0761260489809899,0,0,0,0,0.0706028429525604,0.107274362048296,1,0.0675415310840897,0.251776845350231,0.0162270936804247,0.0896771707484158,0.272863504024662,"Archaea"," Thaumarchaeota"," Marine_Group_I"," Cenarchaeales"," Cenarchaeaceae"," Cenarchaeum","yes","not correlated",-0.372270237350841,0.189938171891378,"n.s.","barrettin","n.s.","dec. trend "
"86","X196900186",0.0223647147595113,"common","NO",2.74470267843791,"Included",0.357575757575758,0.31037609170568,0.520298510577156,0.282728214462364,0.428643471412482,0.58227171705219,0.00603339545565784,0.0181001863669735,0.0296022288737034,0.00448974981645677,0.0060428079290676,0,0.0243312437642364,1,0.0183166732553981,0.0120573784379059,0.0378475555806555,0.00292727923043617,0.0670732855179684,0.0233994088966699,"Archaea"," Thaumarchaeota"," Marine_Group_I"," Unknown_Order"," Unknown_Family"," Candidatus_Nitrosopumilus","yes","not correlated",-0.268396461805476,0.353510334194096,"n.s.","n.s.","VIP","dec. trend "
"87","X196900196",0.0152628682740299,"common","YES",2.71045701534906,"Included",0.395138603392042,0.258418725231878,0.448073669500768,0.815385161310842,0.00404055613411658,0.0370996517768886,0.335869898741945,0.500828474992329,0,0.0301933108315434,0,0,0.207118748082234,1,0.251549555078245,0.238723534826634,0.2632095734888,0.368027002147898,0.355569193003989,0.750230131942314,"Bacteria"," Proteobacteria"," JTB23"," uncultured_proteobacterium"," "," ","yes","not correlated",-0.589593574519768,0.0264837380693114,"n.s.","barrettin","VIP","decreasing"
"88","X196900202",0.00452066587696011,"common","NO",2.04230961435252,"Included",0.406060606060606,0.244282294086626,0.43096090310479,0.67165634628215,0.0334270791192901,0.119509203222949,0.124064478986759,0.559009786989062,0.827864133563615,0.0952792170408751,0.289291882556131,0,0.37881404720783,1,0.586355785837651,0.0840529648819804,0.2524467472654,0.479274611398964,0.587795048934945,0.659758203799655,"Bacteria"," Acidobacteria"," Subgroup_21"," uncultured_bacterium"," "," ","yes","not correlated",-0.233939612914364,0.420833281143109,"n.s.","barrettin","VIP","dec. trend "
"89","X196900203",0.0013672691653774,"rare","not tested",0.771456217380245,"Included",0.468979049610542,0.171527595563764,0.389309823639105,0.349652037529743,0.321986147114795,0.48000886876154,0,0.300272975432211,0.29663330300273,0,0.882620564149227,0,0.666969972702457,0,0,0.194722474977252,0.450409463148317,0.516833484986351,1,0.985441310282075,"Bacteria"," Chloroflexi"," SAR202_clade"," "," "," ","yes","not correlated",0.00945539070740665,0.974407775462889,"n.s.","n.s.","n.s.","inc. trend"
"90","X196900225",0.000872526174567909,"rare","not tested",0.721297214025774,"Included",0.536601792583246,0.109784408898949,0.335597111896898,0.654943705586663,0.0398502601022823,0.131963156404279,0.702734839476813,0,0,0,0,0,0.443519619500595,0.75743162901308,0,0.217598097502973,0.655172413793103,0,0.760998810939358,1,"Bacteria"," Chloroflexi"," Caldilineae"," Caldilineales"," Caldilineaceae"," uncultured","yes","not correlated",-0.561143534819945,0.0368159885463469,"n.s.","barrettin","n.s.","decreasing"
"91","X196900341",0.00323920660899736,"common","NO",1.57618916225151,"Included",-0.260606060606061,0.46708905438634,0.633234825409669,-0.226679972819935,0.52884093718709,0.659418946369087,0,0.316466803158818,0.256507750804329,0.397192161450717,0.25241298625329,0.480549868382568,0.103246563322609,0.156478502486107,0.230184264404797,0.18075460661012,0.0897923369406259,0.549868382568002,0.266452178999708,1,"Bacteria"," Acidobacteria"," Subgroup_6"," "," "," ","yes","not correlated",0.325485917207419,0.256131999550449,"n.s.","n.s.","VIP","inc. trend"
"92","X196900191",0.000882354394185529,"rare","not tested",0.605637021002541,"Included",0.648649304898973,0.0424701682822239,0.264082845615861,0.598502413850308,0.0675503966857538,0.202442119970742,0.334661354581673,0.470119521912351,0,0,0,0,0.817729083665339,0,0,0.209163346613546,0.345617529880478,0,1,0,"Bacteria"," PAUC34f"," "," "," "," ","yes","not correlated",-0.409938554488218,0.145463072003005,"barrettin","n.s.","n.s.","dec. trend "
"93","X196900211",0.00339518892018405,"common","YES",1.66670710887028,"Included",0.582865963182856,0.0769923166663922,0.324009332637734,0.921847028390433,0.000148400989848696,0.00264136878766574,0.534325637910085,0.448663426488457,0,0,0,0,0.467800729040097,1,0,0.195321992709599,0.325030376670717,0.452612393681653,0.520048602673147,0.610874848116646,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_Chloroflexus_sp."," "," ","yes","not correlated",-0.656392545831919,0.0107827448233474,"n.s.","barrettin","VIP","decreasing"
"94","X196900229",0.000515974129795981,"rare","not tested",0.293710795258043,"Included",-0.499596723662329,0.141485745645218,0.354550761131669,-0.414734603312623,0.233371210574326,0.394901231195711,0,0,0,0.370867768595041,0,0.449380165289256,0,0,0.692148760330578,0.158057851239669,0,0,0,1,"Bacteria"," Acidobacteria"," Solibacteres"," Solibacterales"," Solibacteraceae_(Subgroup_3)"," PAUC26f","yes","not correlated",0.11697155998918,0.690457687189238,"n.s.","n.s.","n.s.","inc. trend"
"95","X196900255",0.00244821298124252,"rare","not tested",0.823020107696522,"Included",0.490909090909091,0.149655673420837,0.355652306247165,0.308544502906464,0.385726099188706,0.548708958000836,0.274914089347079,0.543937162493863,0.379970544918999,0.333824251350025,0.172312223858616,0.200294550810015,0.401080019636721,0,0.421698576337752,0.183603338242514,0.166421207658321,0.561119293078056,0.533136966126657,1,"Bacteria"," Gemmatimonadetes"," BD2-11_terrestrial_group"," uncultured_bacterium"," "," ","yes","not correlated",-0.0691921986055806,0.814180559263408,"n.s.","n.s.","n.s.","dec. trend "
"96","X196900263",0.00130866601301582,"rare","not tested",1.16981159144683,"Included",0.632221765427267,0.0498460995096797,0.284365286115223,0.775172590494957,0.00843590382955917,0.0577644940193543,0.541497975708502,0.395748987854251,0,0,0.5,0,0.537449392712551,0.63663967611336,0.558704453441296,0.236842105263158,0.240890688259109,0.800607287449393,0.588056680161943,1,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_bacterium"," "," ","yes","not correlated",-0.560067119309154,0.0372577760159886,"barrettin","barrettin","VIP","decreasing"
"97","X196900283",0.00268209623758813,"common","NO",0.581487135428728,"Included",0.791470623690405,0.00637708418705651,0.103053680462833,0.95915902596331,1.15855652960128e-05,0.000668652625655599,1,0.391816143497758,0,0,0,0,0.54372197309417,0.579035874439462,0.702354260089686,0.416479820627803,0.542600896860987,0.838565022421525,0.56109865470852,0.559977578475336,"Bacteria"," Acidobacteria"," Subgroup_6"," uncultured_bacterium"," "," ","yes","not correlated",-0.893628334767575,1.65705054288543e-05,"barrettin","barrettin","n.s.","decreasing"
"98","X196900161",0.00603726430674844,"common","NO",1.54939092875785,"Included",0.435615614589293,0.208257887001565,0.43096090310479,0.811325523593273,0.00438487976221102,0.0379955984470699,0.430153934685657,0.423248453459934,0,0,0,0,0.203999424543231,1,0.795281254495756,0.128758452021292,0.21406991799741,0.315494173500216,0.192058696590419,0.345417925478348,"Bacteria"," Gemmatimonadetes"," BD2-11_terrestrial_group"," uncultured_Gemmatimonadetes_bacterium"," "," ","yes","not correlated",-0.655780671725986,0.0108820144993457,"n.s.","barrettin","VIP","decreasing"
"99","X196900223",0.00252530496569433,"common","YES",0.573709289927881,"Included",-0.435615614589293,0.208257887001565,0.43096090310479,-0.103668721316672,0.775646197140006,0.811816227058452,0,0.329161816065192,0.14988358556461,0.070139697322468,0,0.485739231664726,0.0779976717112922,0.263096623981374,1,0.164726426076834,0.142898719441211,0.257275902211874,0,0.405413271245634,"Bacteria"," Gemmatimonadetes"," PAUC43f_marine_benthic_group"," uncultured_bacterium"," "," ","yes","not correlated",-0.0840851985807735,0.775038355893911,"n.s.","n.s.","n.s.","dec. trend "
"100","X196900260",0.00605643955840103,"common","YES",1.97599264134051,"Included",0.449850102323248,0.192075696722587,0.415087309323231,0.616831531421955,0.0574875680413278,0.177289904493866,0.464622385957308,0.164048109220934,0.131541878860115,0,0,0.0826741792176834,0.100227543612526,1,0.132517065770939,0.0705385198829776,0.300682630837577,0.0745476216274786,0.194170549355293,0.37620543937588,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," E01-9C-26_marine_group"," "," ","yes","not correlated",-0.479593338577109,0.0826756525966391,"n.s.","n.s.","VIP","dec. trend "
"101","X196900303",0.00125335810775395,"rare","not tested",1.21835152260889,"Included",0.571431211059261,0.0844118612625704,0.331001208948141,0.761596150464089,0.0104776433928588,0.0605218399177129,0.401010101010101,0.36969696969697,0.506060606060606,0,0.385858585858586,0,0.54040404040404,0.535353535353535,0.456565656565657,0.271717171717172,0.228282828282828,0.452525252525253,0.490909090909091,1,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_bacterium"," "," ","yes","not correlated",-0.418604102330053,0.136312543487895,"n.s.","barrettin","VIP","dec. trend "
"102","X196900318",0.00225060219500018,"rare","not tested",0.653669666448455,"Included",0.575757575757576,0.0815528147726023,0.330733271745769,0.139934948555883,0.699816339472118,0.760015594480472,0.359961959106039,0.16262482168331,0.438421302900618,0.184022824536377,0.334759866856871,0.330480266286258,0.41321921065145,0,0,0.179743223965763,0.228245363766049,0.622444127436995,0.356157869709938,1,"Bacteria"," Chloroflexi"," S085"," uncultured_bacterium"," "," ","yes","not correlated",0.102518190673448,0.72728041787752,"n.s.","n.s.","n.s.","inc. trend"
"103","X196900347",0.00346410506869652,"common","NO",1.1364458619539,"Included",-0.00606060606060606,0.986742911194989,0.986742911194989,0.307307396535346,0.387733167546149,0.549628770837348,0.699075785582255,0.974121996303142,0,0.10720887245841,0.402957486136784,0.35822550831793,0.370794824399261,1,0.480591497227357,0.201109057301294,0.186691312384473,0.270240295748614,0.182624768946396,0.481330868761553,"Bacteria"," Chloroflexi"," Anaerolineae"," Anaerolineales"," Anaerolineaceae"," uncultured","yes","not correlated",-0.36030903962459,0.205694064749724,"n.s.","n.s.","VIP","dec. trend "
"104","X196900366",0.00214496375553072,"rare","not tested",0.237989642923637,"Included",-0.668696098048071,0.0345095416517853,0.248961693345023,-0.622486770598681,0.0545955749040068,0.169666248163221,0,0.484496124031008,0.670542635658915,0.765891472868217,0.93953488372093,1,0.274418604651163,0,0.666666666666667,0.421705426356589,0.171317829457364,0.378294573643411,0.418604651162791,0.60077519379845,"Bacteria"," Gemmatimonadetes"," BD2-11_terrestrial_group"," uncultured_bacterium"," "," ","yes","not correlated",0.856440978509818,9.20833871999891e-05,"n.s.","n.s.","n.s.","increasing"
"105","X196900401",0.00185535911950484,"rare","not tested",1.24897387227087,"Included",0.826751539404888,0.00317971408601059,0.0997209326765461,0.812412230885991,0.00429072865884672,0.0379955984470699,0.879640044994376,0.289088863892013,0,0,0.228908886389201,0,0.390326209223847,0.307649043869516,0,0.341394825646794,0.12992125984252,0.605736782902137,0.410573678290214,1,"Bacteria"," Deinococcus-Thermus"," Deinococci"," Deinococcales"," Trueperaceae"," Truepera","yes","not correlated",-0.484247257500439,0.0793149780955406,"barrettin","barrettin","VIP","dec. trend "
"106","X196900149",0.0003773066870785,"rare","not tested",0.961455058169092,"Included",0.0671100076561338,0.853856238642188,0.918989418015633,-0.0450804123405893,0.901586760211156,0.922129243355207,0.509036144578313,0,0.668674698795181,0,0.76355421686747,0,0,0,0,0,0,0,0,1,"Bacteria"," Spirochaetae"," Spirochaetes"," Spirochaetales"," Spirochaetaceae"," Spirochaeta_2","yes","not correlated",0.270791402770419,0.349064700074368,"n.s.","n.s.","n.s.","inc. trend"
"107","X196900163",0.000503862146514989,"rare","not tested",0.294483524715098,"Included",0.156590017864312,0.665735731112808,0.775092897318659,-0.00986346210531053,0.978425775636964,0.980853631159636,0,0,0.490934449093445,0,1,0,0.857740585774059,0,0,0,0,0,0.567642956764296,0,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_bacterium"," "," ","yes","not correlated",0.234848781415828,0.418977900568609,"n.s.","n.s.","n.s.","inc. trend"
"108","X196900292",0.000730609379262465,"rare","not tested",0.914822986600167,"Included",0.177525072919719,0.623672692037266,0.749225219191231,-0.24885266378501,0.488111928537311,0.626022917870076,0.834224598930481,0,0.556149732620321,0.661319073083779,0.7825311942959,0,0,0,1,0.411764705882353,0,0.814616755793226,0,0,"Bacteria"," Acidobacteria"," Subgroup_9"," uncultured_bacterium"," "," ","yes","not correlated",0.0840411205664861,0.775153519659269,"n.s.","n.s.","n.s.","inc. trend"
"109","X196900305",0.00197839348452264,"rare","not tested",0.929599711672039,"Included",-0.563636363636364,0.0897240283170913,0.334154357282607,-0.48631828015421,0.154085957176548,0.314397609592552,0,0.379699248120301,0.254135338345865,0.681954887218045,0.796992481203007,0.666165413533835,0.278195488721804,0.44812030075188,1,0.311278195488722,0,0.502255639097744,0.395488721804511,0.996992481203008,"Bacteria"," Acidobacteria"," Subgroup_9"," "," "," ","yes","not correlated",0.362734332334669,0.202434862966561,"n.s.","n.s.","n.s.","inc. trend"
"110","X196900339",0.0146593472243029,"common","NO",1.78383660086957,"Included",-0.36969696969697,0.293050075292822,0.493300960076251,-0.377755038229175,0.281825507133457,0.442629219033129,0.29911098365357,0.492830513335245,1,0.27308574706051,0.513622024663034,0.57484944078004,0.153928878692286,0.0406509893891597,0,0.067106395182105,0,0.397117866360769,0.187051907083453,0.567608259248638,"Bacteria"," Gemmatimonadetes"," BD2-11_terrestrial_group"," uncultured_bacterium"," "," ","yes","not correlated",0.680245889843753,0.00742495185944398,"n.s.","n.s.","VIP","increasing"
"111","X196900349",0.00147562043724321,"rare","not tested",1.37534757961541,"Included",0.411073889823699,0.23794186616753,0.43096090310479,0.875989867007103,0.000888523433574262,0.0102560990618286,0.597847358121331,0.680039138943249,0.255381604696673,0,0,0,0.445205479452055,0.977495107632094,0.38160469667319,0.282778864970646,0.463796477495108,0.89041095890411,0.334637964774951,1,"Bacteria"," Chloroflexi"," JG30-KF-CM66"," marine_metagenome"," "," ","yes","not correlated",-0.655022084442657,0.0110060608488429,"n.s.","barrettin","VIP","decreasing"
"112","X196900458",0.00138441059951433,"rare","not tested",0.664192352232302,"Included",-0.40644850966247,0.243788365041306,0.43096090310479,-0.505176067307336,0.13638593067069,0.311298960400897,0,0.207708779443255,0,0.658815132048537,0.738758029978587,0.758029978586724,0,0,0.268379728765168,0.219842969307637,0,0,0.705210563882941,1,"Bacteria"," Acidobacteria"," Solibacteres"," Solibacterales"," Solibacteraceae_(Subgroup_3)"," PAUC26f","yes","not correlated",0.554601202704818,0.0395616874948384,"n.s.","n.s.","n.s.","increasing"
"113","X196900190",0.000413903255369272,"rare","not tested",0.553998175236112,"Included",0.493049331302298,0.147617019207234,0.355652306247165,0.405940125817222,0.244435818954016,0.404721601874682,0,0,0,0,0,0,1,0,0,0,0.459090909090909,0,0.734848484848485,0,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_Chloroflexi_bacterium"," "," ","yes","not correlated",-0.344796699687547,0.227319762027318,"n.s.","n.s.","n.s.","dec. trend "
"114","X196900193",0.000335932784154883,"rare","not tested",0.181858038155288,"Included",0.305723368211276,0.390310467153048,0.585758126887986,0.360653165807652,0.305927298614299,0.46573145094505,0,0.532905296950241,0,0,0,0,0.536115569823435,0,0,0,0,1,0,0,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_Chloroflexus_sp."," "," ","yes","not correlated",-0.214093743815776,0.462359145927053,"n.s.","n.s.","n.s.","dec. trend "
"115","X196900205",0.000749450713112101,"rare","not tested",0.632076798444999,"Included",0.846658040078659,0.00200163236981021,0.0997209326765461,0.647898804759883,0.0427900581782983,0.138798343665651,0.769911504424779,0,0,0,0,0,0.787610619469027,0,0,0.282079646017699,0,0.348451327433628,1,0,"Bacteria"," Poribacteria"," uncultured_Planctomycetales_bacterium"," "," "," ","yes","not correlated",-0.464522335493163,0.0942436970404002,"barrettin","barrettin","n.s.","dec. trend "
"116","X196900265",0.00149177092062563,"rare","not tested",0.677961568245295,"Included",0.665903429350293,0.0355522701609441,0.251984511316165,0.707103477073825,0.0222048076214647,0.0880379562487223,0.559414990859232,0.823583180987203,0,0,0,0,0.421389396709324,0,1,0.287934186471664,0.679159049360146,0.782449725776965,0.551188299817185,0,"Bacteria"," Acidobacteria"," Subgroup_6"," "," "," ","yes","not correlated",-0.589179217324066,0.0266165332873497,"barrettin","barrettin","n.s.","decreasing"
"117","X196900277",0.00366456583639212,"common","NO",0.867411636376517,"Included",0.539393939393939,0.107593187782415,0.335597111896898,0.752104667006399,0.012096495015117,0.0639195436548637,0.862580326248146,0.394463667820069,0,0.121601581809194,0.518042511122096,0.190805734058329,0.636678200692042,0.867029164607019,0.39940682155215,0.390014829461196,0.780029658922393,0.848739495798319,0.591201186356896,1,"Bacteria"," Chloroflexi"," TK10"," "," "," ","yes","not correlated",-0.667877092125685,0.00904543047262917,"n.s.","barrettin","n.s.","decreasing"
"118","X196900302",0.00253964753449632,"common","NO",1.06968906739248,"Included",0.781818181818182,0.00754700778106798,0.117268890136595,0.596908575459485,0.0684761928116491,0.202442119970742,0.538496791934005,0.344637946837763,0,0.287351054078827,0.270852428964253,0.256645279560037,0.447296058661778,0.259853345554537,0,0.317598533455545,0.159028414298808,0.616865261228231,0.494042163153071,1,"Bacteria"," Chloroflexi"," S085"," uncultured_bacterium"," "," ","yes","significant",-0.238746948843888,0.411070317802763,"barrettin","n.s.","VIP","dec. trend "
"119","X196900323",0.00135663160075782,"rare","not tested",0.953168676005548,"Included",-0.477952119399243,0.162361357324101,0.374822790622495,-0.704655568954654,0.0228811519953362,0.0880379562487223,0,0,0.410572049239681,0.477914554670529,0.997827661115134,1,0,0,0,0.178855901520637,0.265749456915279,0,0.625633598841419,0,"Bacteria"," Acidobacteria"," Subgroup_6"," "," "," ","yes","not correlated",0.819751316902174,0.000331733917117207,"n.s.","n.s.","n.s.","increasing"
"120","X196900340",0.00776198380990388,"common","YES",1.96823146872538,"Included",0.284848484848485,0.425038154892146,0.590087335314181,0.431740481625136,0.212795000234263,0.370556810752769,0.53618925831202,0.402813299232737,0.118797953964194,0.143222506393862,0.226342710997442,0.276214833759591,0.199360613810742,1,0.327109974424552,0.158312020460358,0.158823529411765,0.264833759590793,0.308695652173913,0.447826086956522,"Bacteria"," Chloroflexi"," Anaerolineae"," Anaerolineales"," Anaerolineaceae"," uncultured","yes","not correlated",-0.393658508500975,0.16373755769234,"n.s.","n.s.","VIP","dec. trend "
"121","X196900348",0.00225654010649915,"rare","not tested",1.62347170048139,"Included",0.406060606060606,0.244282294086626,0.43096090310479,0.381925854833081,0.276108544350565,0.435733796553236,0.603467561521253,0.426733780760626,0.578299776286353,0.342841163310962,0.366331096196868,0.256152125279642,0.190156599552573,0.508948545861298,0,0.211409395973154,0.189597315436242,0.508389261744966,0.369127516778524,1,"Bacteria"," Proteobacteria"," JTB23"," "," "," ","yes","not correlated",0.0583328634092985,0.84298300166263,"n.s.","n.s.","VIP","inc. trend"
"122","X196900370",0.00146158851887925,"rare","not tested",0.0143705359529158,"Included",-0.459020810523017,0.182053263263026,0.40860843532368,-0.569305731419498,0.0858397646443407,0.235913366777644,0,0,0.393734123624047,0.731583403895004,0.405588484335309,1,0,0,0,0.87891617273497,0,0,0.528365791701948,0.889077053344623,"Bacteria"," Acidobacteria"," Subgroup_21"," uncultured_bacterium"," "," ","yes","not correlated",0.574281412649388,0.0317303755825202,"n.s.","n.s.","n.s.","increasing"
"123","X196900475",0.00168145620925207,"rare","not tested",0.195354511946655,"Included",-0.296969696969697,0.404701671270157,0.585758126887986,-0.181594048624837,0.615605315102532,0.739898207292417,0.343570057581574,0.371401151631478,0.793666026871401,0.490403071017274,0.465451055662188,0.625719769673704,0.355086372360845,0,0.882917466410749,0.524952015355086,0,0.525911708253359,0.450095969289827,1,"Bacteria"," Gemmatimonadetes"," BD2-11_terrestrial_group"," "," "," ","yes","not correlated",0.320812285410206,0.263420806493996,"n.s.","n.s.","n.s.","inc. trend"
"124","X196900496",0.00382058646789541,"common","NO",0.774264107808468,"Included",-0.435615614589293,0.208257887001565,0.43096090310479,-0.458163593671796,0.1829767144636,0.328544856192419,0,0.311192660550459,0.474495412844037,0.54605504587156,0.874862385321101,1,0,0,0.540183486238532,0.366605504587156,0,0.533211009174312,0.695779816513761,0.853577981651376,"Bacteria"," Acidobacteria"," Subgroup_6"," "," "," ","yes","not correlated",0.71328243526155,0.00418152919418219,"n.s.","n.s.","n.s.","increasing"
"125","X196900175",0.00140180214407044,"rare","not tested",1.80653527644641,"Included",0.844162289298975,0.00212839527701258,0.0997209326765461,0.744575632067082,0.0134995160856692,0.0649262440310759,0.370117557830868,0.187713310580205,0.108456579446341,0,0,0,0.208191126279863,0,0,0,0.125521425862723,0.262419416003034,0.374288964732651,1,"Bacteria"," Chloroflexi"," TK10"," uncultured_bacterium"," "," ","yes","not correlated",-0.249255813740602,0.390141345013077,"barrettin","barrettin","VIP","dec. trend "
"126","X196900233",0.000272991885870349,"rare","not tested",0.848888311112886,"excluded",0.174077655955698,0.630536075556976,0.749225219191231,0.162602113067581,0.653563933145141,0.739898207292417,0,0,0,0,0,0,0.99492385786802,0,0,0,1,0,0,0,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_bacterium"," "," ","yes","not correlated",-0.345631977846209,0.226120876691465,"n.s.","n.s.","n.s.","dec. trend "
"127","X196900266",0.00154359687446599,"rare","not tested",1.32209995354745,"Included",0.420230319492903,0.226603343210393,0.43096090310479,0.279557392163969,0.434061479959014,0.584371718814424,0,0,0.710526315789474,0,0.47511961722488,0,0.614832535885168,0,0,0,0,0.151196172248804,0.601913875598086,1,"Bacteria"," Chloroflexi"," SAR202_clade"," "," "," ","yes","not correlated",0.133660568045865,0.648722009356853,"n.s.","n.s.","VIP","inc. trend"
"128","X196900271",0.00224126105366788,"rare","not tested",0.316535503077657,"Included",0.503030303030303,0.138333698394492,0.354550761131669,0.174619740740689,0.629455148288895,0.739898207292417,0.702068194522079,0.210173281162661,0,0.35830072666294,0.278926774734489,0.418110676355506,0.285634432643935,0,0,0.354387926215763,0.343208496366685,0.57406372275014,0.664617104527669,1,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Xanthomonadales"," uncultured"," ","yes","not correlated",-0.100785508001551,0.7317334623051,"n.s.","n.s.","n.s.","dec. trend "
"129","X196900291",0.00283890431339646,"common","NO",1.21102228073498,"Included",0.406060606060606,0.244282294086626,0.43096090310479,0.4928804256685,0.147777290264492,0.314397609592552,0.165794066317627,0.240488656195462,0.185689354275742,0.156719022687609,0.180802792321117,0.157417102966841,0.180453752181501,0.321465968586387,1,0,0.588830715532286,0.268760907504363,0.308551483420593,0.580802792321117,"Bacteria"," Actinobacteria"," Acidimicrobiia"," Acidimicrobiales"," Sva0996_marine_group"," uncultured_bacterium","yes","not correlated",-0.323567763817205,0.259108602170186,"n.s.","n.s.","VIP","dec. trend "
"130","X196900293",0.0018164513942048,"rare","not tested",0.381426859221804,"Included",0.419454825139245,0.227551510224215,0.43096090310479,0.427456360575263,0.217876523289193,0.377777319351219,0.452261306532663,0,0,0.231873653984207,0.399138549892319,0,0.45656855707107,0.610193826274228,0.564967695620962,0.434314429289304,0.399138549892319,0.641780330222541,0.381191672648959,1,"Bacteria"," Chloroflexi"," JG30-KF-CM66"," uncultured_bacterium"," "," ","yes","not correlated",-0.557201276624898,0.0384530451389359,"n.s.","n.s.","n.s.","decreasing"
"131","X196900307",0.00191535505925833,"rare","not tested",1.61962286914746,"Included",0.521511651268872,0.122110830318921,0.335597111896898,0.90942395369847,0.000263650170891472,0.0036729196220743,0.439384615384615,0.512615384615385,0,0,0,0,0.404923076923077,1,0.441846153846154,0.236923076923077,0.243692307692308,0.614153846153846,0.615384615384615,0.982153846153846,NA," "," "," "," "," ","yes","not correlated",-0.656144579724533,0.0108228902202294,"n.s.","barrettin","VIP","decreasing"
